image,coder,noise_kind,std,variance,pcc,cr,log_cr,psnr,haar_psi
fr02.bmp,JPEG,gaussian,5,25,70.0,4.621313353900397,0.664765417394688,30.9695440673688,0.9141000509262085
fr02.bmp,JPEG,gaussian,5,25,71.0,4.524404556437694,0.6555614310839185,31.04871979076095,0.9152981042861938
fr02.bmp,JPEG,gaussian,5,25,72.0,4.445605168992826,0.6479308887403775,31.131621684052888,0.9156692624092102
fr02.bmp,JPEG,gaussian,5,25,73.0,4.338480379987753,0.6373376377720775,31.212126777145084,0.9166272282600403
fr02.bmp,JPEG,gaussian,5,25,74.0,4.208444373093594,0.6241215910775205,31.31605798290275,0.9178242087364197
fr02.bmp,JPEG,gaussian,5,25,75.0,4.161874672551479,0.6192889980671429,31.368207449106897,0.9180132150650024
fr02.bmp,JPEG,gaussian,5,25,76.0,4.047180880627431,0.6071526147456342,31.47045506152711,0.9186187982559204
fr02.bmp,JPEG,gaussian,5,25,77.0,3.912655412767355,0.5924716013064013,31.586754084754322,0.9208558797836304
fr02.bmp,JPEG,gaussian,5,25,78.0,3.8005103224309904,0.5798419164418487,31.669596825834738,0.9221058487892151
fr02.bmp,JPEG,gaussian,5,25,79.0,3.7132982038642415,0.5697598275165902,31.73956346584633,0.9231175184249878
fr02.bmp,JPEG,gaussian,5,25,80.0,3.599890140071409,0.5562892473537365,31.83529863842445,0.9241717457771301
fr02.bmp,JPEG,gaussian,5,25,81.0,3.471508217128177,0.5405181975773627,31.928795444026914,0.9250987768173218
fr02.bmp,JPEG,gaussian,5,25,82.0,3.367166326281582,0.5272645695517918,31.991834964407747,0.9255839586257935
fr02.bmp,JPEG,gaussian,5,25,83.0,3.2350277047622575,0.5098780043165738,32.065544520629444,0.9268807172775269
fr02.bmp,JPEG,gaussian,5,25,84.0,3.126978636097957,0.4951249140998363,32.15141356784832,0.9271340370178223
fr02.bmp,JPEG,gaussian,5,25,85.0,3.025774207324815,0.4808365164923278,32.22563107627105,0.9279420375823975
fr02.bmp,JPEG,gaussian,5,25,86.0,2.8795957598725765,0.45933152540551314,32.31961424796636,0.9293394088745117
fr02.bmp,JPEG,gaussian,5,25,87.0,2.7808671115024346,0.44418023585440397,32.39918737775326,0.9297359585762024
fr02.bmp,JPEG,gaussian,5,25,88.0,2.642847061195685,0.4220720316899443,32.47756393836696,0.9304274320602417
fr02.bmp,JPEG,gaussian,5,25,89.0,2.5368856028567834,0.4043008837892525,32.5746353940776,0.9313926696777344
fr02.bmp,JPEG,gaussian,5,25,90.0,2.392785424805579,0.37890375460960896,32.686947718664044,0.9319973587989807
fr02.bmp,JPEG,gaussian,5,25,91.0,2.2874095791558684,0.35934393550360133,32.79295260392109,0.9325211644172668
fr02.bmp,JPEG,gaussian,5,25,92.0,2.1796110450565807,0.33837900000054777,32.932456302234314,0.9332290291786194
fr02.bmp,JPEG,gaussian,5,25,93.0,2.0344423490333945,0.30844538755306933,33.089580278335426,0.9344008564949036
fr02.bmp,JPEG,gaussian,5,25,94.0,1.8867017410017057,0.27570325020460223,33.277778813509954,0.9350976347923279
fr02.bmp,JPEG,gaussian,5,25,95.0,1.7454855377403717,0.2419162548084202,33.464643833161105,0.9355959296226501
fr02.bmp,JPEG,gaussian,5,25,96.0,1.6081467394638367,0.2063256745317202,33.66986643591374,0.9360684156417847
fr02.bmp,JPEG,gaussian,5,25,97.0,1.4747157668528739,0.168708323512517,33.83493141916614,0.9362105131149292
fr02.bmp,JPEG,gaussian,5,25,98.0,1.3510418438290788,0.13066879999364567,33.961979789334016,0.9366838335990906
fr02.bmp,JPEG,gaussian,5,25,99.0,1.180951179626718,0.07223194430532899,34.04547167719391,0.9368959069252014
fr02.bmp,JPEG,gaussian,7,49,1.0,49.78047854158754,1.6970590671816121,20.993511132174657,0.30684179067611694
fr02.bmp,JPEG,gaussian,7,49,2.0,49.733257446404856,1.6966469057367042,20.997498936544147,0.3068734407424927
fr02.bmp,JPEG,gaussian,7,49,3.0,44.5595784463709,1.648941073564215,21.52789393124829,0.35677823424339294
fr02.bmp,JPEG,gaussian,7,49,4.0,37.57798165137615,1.5749334500271508,22.454858797248534,0.4299382269382477
fr02.bmp,JPEG,gaussian,7,49,5.0,32.164907975460125,1.507382313211685,23.21817492533225,0.48711949586868286
fr02.bmp,JPEG,gaussian,7,49,6.0,28.12100407637846,1.4490308233550946,23.810139506579617,0.5360907912254333
fr02.bmp,JPEG,gaussian,7,49,7.0,25.10717364237142,1.3997978261892796,24.31467143200159,0.5767087340354919
fr02.bmp,JPEG,gaussian,7,49,8.0,22.870703193160008,1.3592795178299308,24.737420677098363,0.6141464114189148
fr02.bmp,JPEG,gaussian,7,49,9.0,20.866353577967047,1.3194465621785618,25.09998968953831,0.6447303891181946
fr02.bmp,JPEG,gaussian,7,49,10.0,19.30794726375488,1.285736103949662,25.417737377544082,0.6688987016677856
fr02.bmp,JPEG,gaussian,7,49,11.0,18.029160935350756,1.2559755154286425,25.697259121857257,0.692848801612854
fr02.bmp,JPEG,gaussian,7,49,12.0,16.94860024568436,1.229133836422433,25.940170411635677,0.7092042565345764
fr02.bmp,JPEG,gaussian,7,49,13.0,15.948409077082193,1.2027173667972892,26.163244051508666,0.7244258522987366
fr02.bmp,JPEG,gaussian,7,49,14.0,15.158966055629445,1.1806695804749239,26.352361646454096,0.7387113571166992
fr02.bmp,JPEG,gaussian,7,49,15.0,14.419361936193619,1.1589460430657128,26.52939994432351,0.7500337362289429
fr02.bmp,JPEG,gaussian,7,49,16.0,13.742804718217561,1.1380753753247435,26.684487009715582,0.7585317492485046
fr02.bmp,JPEG,gaussian,7,49,17.0,13.156537013801756,1.1191415918835115,26.826228482305897,0.7670061588287354
fr02.bmp,JPEG,gaussian,7,49,18.0,12.630402312695736,1.1014171842371232,26.974580810562827,0.776123046875
fr02.bmp,JPEG,gaussian,7,49,19.0,12.184809891233614,1.085818757662534,27.08507346593091,0.7826454639434814
fr02.bmp,JPEG,gaussian,7,49,20.0,11.773286625348064,1.0708977172192347,27.202124739913195,0.7877433896064758
fr02.bmp,JPEG,gaussian,7,49,21.0,11.341351561824002,1.0546648130106298,27.324257989839353,0.7960987091064453
fr02.bmp,JPEG,gaussian,7,49,22.0,10.972959397237338,1.0403237722017835,27.41678894413553,0.8011426329612732
fr02.bmp,JPEG,gaussian,7,49,23.0,10.617415957877684,1.0260188320197292,27.499461353144937,0.8041296005249023
fr02.bmp,JPEG,gaussian,7,49,24.0,10.293477834059763,1.0125621336500883,27.596229326176672,0.8091140985488892
fr02.bmp,JPEG,gaussian,7,49,25.0,10.00473246317075,1.0002054796466777,27.667444090218027,0.8115825057029724
fr02.bmp,JPEG,gaussian,7,49,26.0,9.71659438822788,0.9875140738185394,27.74255049758439,0.8147466778755188
fr02.bmp,JPEG,gaussian,7,49,27.0,9.46675815246831,0.9762012823259855,27.81646253167958,0.8171666264533997
fr02.bmp,JPEG,gaussian,7,49,28.0,9.201909575961809,0.9638779612854643,27.900856066130302,0.8216426968574524
fr02.bmp,JPEG,gaussian,7,49,29.0,9.004362312369045,0.9544529615724711,27.96159644115332,0.8231163024902344
fr02.bmp,JPEG,gaussian,7,49,30.0,8.790289048353564,0.9440031560795759,28.030005328018174,0.8270512819290161
fr02.bmp,JPEG,gaussian,7,49,31.0,8.603347554972103,0.9346674677289879,28.09667925085352,0.8296746015548706
fr02.bmp,JPEG,gaussian,7,49,32.0,8.4036673719305,0.9244688541344385,28.157612097738983,0.8312863707542419
